20.24722,49.70556,RTV: Dobra *Gora Nad Kiwajami*,"TV 40W - TVP INFO / TVP Krakow (0.020 kW H D) TV 47W - TVP 1 (0.020 kW H D) TV 50 - MUX-3 (0.012 kW H D) TV 57W - TVP 2 (0.020 kW H D) "
18.44417,50.73222,RTV: Dobrodzien *Wieza Cisnien*,""
15.8325,52.86111,RTV: Drezdenko *Radowo*,"TV 32 - MUX-3 (0.130 kW H D) "
21.68639,49.56778,RTV: Dukla,"TV 31W - TVP 1 (0.050 kW H D) TV 39W - TVP 2 (0.050 kW H D) "
21.65,49.57222,RTV: Dukla *Teodorowka*,"TV 29 - MUX-3 (0.020 kW H D) "
16.39778,50.40778,RTV: Duszniki-Zdroj *Dolina*,"FM 93.2 - PR Program 2 (0.10 kW V D) FM 96.8 - PR Program 1 (0.10 kW V D) "
16.38222,50.39278,RTV: Duszniki-Zdroj *Komin Szpitala Uzdr.*,""
16.3675,50.37139,RTV: Duszniki-Zdroj *Podgorze*,"TV 10W - TVP 1 (0.030 kW H D) TV 25 - MUX-3 (0.026 kW H D) TV 27W - TVP 2 (0.100 kW H D) "
16.38972,50.40722,RTV: Duszniki-Zdroj *ul. Kolejowa*,""
16.39056,50.40444,RTV: Duszniki-Zdroj [miasto],"FM 105.6K - [Ogloszenie KRRiT] (0.20 kW  ) "
22.25861,49.81833,RTV: Dynow *Gora Winnica*,"TV 29 - MUX-3 (0.031 kW H D) TV 44W - TVP 2 (0.100 kW H D) TV 49W - TVP 1 (0.100 kW H D) "
14.94278,50.97139,RTV: Dzialoszyn *Centrum METEO*,"TV 49 - MUX-3 (0.011 kW H D) TV 51W - TVP 2 (0.025 kW H D) TV 57W - TVP 1 (0.050 kW H D) "
18.79611,51.15556,RTV: Dzialoszyn *Nizankowice*,"FM 97.7 - ZW (0.15 kW V ND) "
16.64583,50.72611,RTV: Dzierzoniow *Wieza Cisnien*,"FM 96.4 - ZET Gold Dzierzoniow (0.15 kW V ND) FM 103.5K - PR Program 2 (1.00 kW V ND) "
16.65,50.73333,RTV: Dzierzoniow [miasto],""
19.33278,50.34083,RTV: Dabrowa Gorn. *Komin Koksowni Przyjazn*,"TV 44 - MUX-4 - TV Mobilna (5.000 kW V D) "
19.42611,54.16278,RTV: Elblag *Budynek III L.O.*,"FM 89.2 - TOK FM (1.00 kW H D) "
19.53417,54.22,RTV: Elblag *Gora Milejewska*,"TV 36 - MUX-4 - TV Mobilna (8.000 kW V D) "
